scenario,variable,year,value,units
GCAM,ffi_emissions,2086,16.0570666514578,Pg C/yr
GCAM,ffi_emissions,2087,16.0746005501507,Pg C/yr
GCAM,ffi_emissions,2088,16.0921344488435,Pg C/yr
GCAM,ffi_emissions,2089,16.1096683475364,Pg C/yr
GCAM,ffi_emissions,2090,16.1272022462292,Pg C/yr
GCAM,ffi_emissions,2091,16.1437270125557,Pg C/yr
GCAM,ffi_emissions,2092,16.1602517788823,Pg C/yr
GCAM,ffi_emissions,2093,16.1767765452088,Pg C/yr
GCAM,ffi_emissions,2094,16.1933013115354,Pg C/yr
GCAM,ffi_emissions,2095,16.2098260778619,Pg C/yr
GCAM,ffi_emissions,2096,16.229978734614,Pg C/yr
GCAM,ffi_emissions,2097,16.2501313913661,Pg C/yr
GCAM,ffi_emissions,2098,16.2702840481182,Pg C/yr
GCAM,ffi_emissions,2099,16.2904367048703,Pg C/yr
GCAM,ffi_emissions,2100,16.3105893616224,Pg C/yr
GCAM,BC_emissions,2005,7.55799550834297,Tg
GCAM,BC_emissions,2006,7.66458956487651,Tg
GCAM,BC_emissions,2007,7.77118362141004,Tg
GCAM,BC_emissions,2008,7.87777767794358,Tg
GCAM,BC_emissions,2009,7.98437173447711,Tg
GCAM,BC_emissions,2010,8.09096579101065,Tg
GCAM,BC_emissions,2011,8.04402571303098,Tg
GCAM,BC_emissions,2012,7.9970856350513,Tg
GCAM,BC_emissions,2013,7.95014555707163,Tg
GCAM,BC_emissions,2014,7.90320547909196,Tg
GCAM,BC_emissions,2015,7.85626540111228,Tg
GCAM,BC_emissions,2016,7.7151318447809,Tg
GCAM,BC_emissions,2017,7.57399828844953,Tg
GCAM,BC_emissions,2018,7.43286473211815,Tg
GCAM,BC_emissions,2019,7.29173117578677,Tg
GCAM,BC_emissions,2020,7.15059761945539,Tg
GCAM,BC_emissions,2021,7.10246251309138,Tg
GCAM,BC_emissions,2022,7.05432740672736,Tg
GCAM,BC_emissions,2023,7.00619230036335,Tg
GCAM,BC_emissions,2024,6.95805719399933,Tg
GCAM,BC_emissions,2025,6.90992208763532,Tg
GCAM,BC_emissions,2026,6.84235601538552,Tg
GCAM,BC_emissions,2027,6.77478994313573,Tg
GCAM,BC_emissions,2028,6.70722387088593,Tg
GCAM,BC_emissions,2029,6.63965779863614,Tg
GCAM,BC_emissions,2030,6.57209172638634,Tg
GCAM,BC_emissions,2031,6.50977696542267,Tg
GCAM,BC_emissions,2032,6.44746220445899,Tg
GCAM,BC_emissions,2033,6.38514744349532,Tg
GCAM,BC_emissions,2034,6.32283268253165,Tg
GCAM,BC_emissions,2035,6.26051792156797,Tg
GCAM,BC_emissions,2036,6.22391438492763,Tg
GCAM,BC_emissions,2037,6.18731084828729,Tg
GCAM,BC_emissions,2038,6.15070731164695,Tg
GCAM,BC_emissions,2039,6.1141037750066,Tg
GCAM,BC_emissions,2040,6.07750023836626,Tg
GCAM,BC_emissions,2041,6.04975495914949,Tg
GCAM,BC_emissions,2042,6.02200967993272,Tg
GCAM,BC_emissions,2043,5.99426440071595,Tg
GCAM,BC_emissions,2044,5.96651912149918,Tg
GCAM,BC_emissions,2045,5.93877384228241,Tg
GCAM,BC_emissions,2046,5.90527996333279,Tg
GCAM,BC_emissions,2047,5.87178608438318,Tg
GCAM,BC_emissions,2048,5.83829220543356,Tg
GCAM,BC_emissions,2049,5.80479832648394,Tg
GCAM,BC_emissions,2050,5.77130444753432,Tg
GCAM,BC_emissions,2051,5.7440533406558,Tg
GCAM,BC_emissions,2052,5.71680223377727,Tg
GCAM,BC_emissions,2053,5.68955112689874,Tg
GCAM,BC_emissions,2054,5.66230002002021,Tg
GCAM,BC_emissions,2055,5.63504891314168,Tg
GCAM,BC_emissions,2056,5.61306306530741,Tg
GCAM,BC_emissions,2057,5.59107721747315,Tg
GCAM,BC_emissions,2058,5.56909136963889,Tg
GCAM,BC_emissions,2059,5.54710552180462,Tg
GCAM,BC_emissions,2060,5.52511967397036,Tg
GCAM,BC_emissions,2061,5.51161780558917,Tg
GCAM,BC_emissions,2062,5.49811593720797,Tg
GCAM,BC_emissions,2063,5.48461406882678,Tg
GCAM,BC_emissions,2064,5.47111220044559,Tg
GCAM,BC_emissions,2065,5.4576103320644,Tg
GCAM,BC_emissions,2066,5.44504595065014,Tg
GCAM,BC_emissions,2067,5.43248156923588,Tg
GCAM,BC_emissions,2068,5.41991718782162,Tg
GCAM,BC_emissions,2069,5.40735280640736,Tg
GCAM,BC_emissions,2070,5.3947884249931,Tg
GCAM,BC_emissions,2071,5.3849192870896,Tg
GCAM,BC_emissions,2072,5.3750501491861,Tg
GCAM,BC_emissions,2073,5.3651810112826,Tg
GCAM,BC_emissions,2074,5.3553118733791,Tg
GCAM,BC_emissions,2075,5.3454427354756,Tg
GCAM,BC_emissions,2076,5.33569101600782,Tg
GCAM,BC_emissions,2077,5.32593929654005,Tg
GCAM,BC_emissions,2078,5.31618757707228,Tg
GCAM,BC_emissions,2079,5.30643585760451,Tg
GCAM,BC_emissions,2080,5.29668413813674,Tg
GCAM,BC_emissions,2081,5.29131920387176,Tg
GCAM,BC_emissions,2082,5.28595426960678,Tg
GCAM,BC_emissions,2083,5.28058933534179,Tg
GCAM,BC_emissions,2084,5.27522440107681,Tg
GCAM,BC_emissions,2085,5.26985946681183,Tg
GCAM,BC_emissions,2086,5.26763632233166,Tg
GCAM,BC_emissions,2087,5.26541317785148,Tg
GCAM,BC_emissions,2088,5.26319003337131,Tg
GCAM,BC_emissions,2089,5.26096688889114,Tg
GCAM,BC_emissions,2090,5.25874374441096,Tg
GCAM,BC_emissions,2091,5.259981846302,Tg
GCAM,BC_emissions,2092,5.26121994819303,Tg
GCAM,BC_emissions,2093,5.26245805008407,Tg
GCAM,BC_emissions,2094,5.2636961519751,Tg
GCAM,BC_emissions,2095,5.26493425386614,Tg
GCAM,BC_emissions,2096,5.2693112722385,Tg
GCAM,BC_emissions,2097,5.27368829061086,Tg
GCAM,BC_emissions,2098,5.27806530898322,Tg
GCAM,BC_emissions,2099,5.28244232735557,Tg
GCAM,BC_emissions,2100,5.28681934572793,Tg
GCAM,NH3_emissions,2005,55.2137558759085,Tg
GCAM,NH3_emissions,2006,56.1329032298939,Tg
GCAM,NH3_emissions,2007,57.0520505838793,Tg
GCAM,NH3_emissions,2008,57.9711979378647,Tg
GCAM,NH3_emissions,2009,58.8903452918501,Tg
GCAM,NH3_emissions,2010,59.8094926458356,Tg
GCAM,NH3_emissions,2011,60.3743837859718,Tg
GCAM,NH3_emissions,2012,60.9392749261081,Tg
GCAM,NH3_emissions,2013,61.5041660662444,Tg
GCAM,NH3_emissions,2014,62.0690572063807,Tg
GCAM,NH3_emissions,2015,62.633948346517,Tg
GCAM,NH3_emissions,2016,63.4169734444404,Tg
GCAM,NH3_emissions,2017,64.1999985423639,Tg
GCAM,NH3_emissions,2018,64.9830236402874,Tg
GCAM,NH3_emissions,2019,65.7660487382108,Tg
GCAM,NH3_emissions,2020,66.5490738361343,Tg
GCAM,NH3_emissions,2021,67.5633474314599,Tg
GCAM,NH3_emissions,2022,68.5776210267855,Tg
GCAM,NH3_emissions,2023,69.5918946221112,Tg
GCAM,NH3_emissions,2024,70.6061682174368,Tg
GCAM,NH3_emissions,2025,71.6204418127625,Tg
GCAM,NH3_emissions,2026,72.5500497384037,Tg
GCAM,NH3_emissions,2027,73.479657664045,Tg
GCAM,NH3_emissions,2028,74.4092655896863,Tg
GCAM,NH3_emissions,2029,75.3388735153275,Tg
GCAM,NH3_emissions,2030,76.2684814409688,Tg
GCAM,NH3_emissions,2031,77.1400096182823,Tg
GCAM,NH3_emissions,2032,78.0115377955958,Tg
GCAM,NH3_emissions,2033,78.8830659729092,Tg
GCAM,NH3_emissions,2034,79.7545941502227,Tg
GCAM,NH3_emissions,2035,80.6261223275362,Tg
GCAM,NH3_emissions,2036,81.4863871716415,Tg
GCAM,NH3_emissions,2037,82.3466520157469,Tg
GCAM,NH3_emissions,2038,83.2069168598522,Tg
GCAM,NH3_emissions,2039,84.0671817039575,Tg
GCAM,NH3_emissions,2040,84.9274465480628,Tg
GCAM,NH3_emissions,2041,85.7816622332403,Tg
GCAM,NH3_emissions,2042,86.6358779184178,Tg
GCAM,NH3_emissions,2043,87.4900936035952,Tg
GCAM,NH3_emissions,2044,88.3443092887727,Tg
GCAM,NH3_emissions,2045,89.1985249739502,Tg
GCAM,NH3_emissions,2046,89.9484267160052,Tg
GCAM,NH3_emissions,2047,90.6983284580602,Tg
GCAM,NH3_emissions,2048,91.4482302001153,Tg
GCAM,NH3_emissions,2049,92.1981319421703,Tg
GCAM,NH3_emissions,2050,92.9480336842253,Tg
GCAM,NH3_emissions,2051,93.5448644111854,Tg
GCAM,NH3_emissions,2052,94.1416951381454,Tg
GCAM,NH3_emissions,2053,94.7385258651055,Tg
GCAM,NH3_emissions,2054,95.3353565920656,Tg
GCAM,NH3_emissions,2055,95.9321873190256,Tg
GCAM,NH3_emissions,2056,96.4220625527924,Tg
GCAM,NH3_emissions,2057,96.9119377865591,Tg
GCAM,NH3_emissions,2058,97.4018130203259,Tg
GCAM,NH3_emissions,2059,97.8916882540926,Tg
GCAM,NH3_emissions,2060,98.3815634878594,Tg
GCAM,NH3_emissions,2061,98.8082622708729,Tg
GCAM,NH3_emissions,2062,99.2349610538864,Tg
GCAM,NH3_emissions,2063,99.6616598368999,Tg
GCAM,NH3_emissions,2064,100.088358619913,Tg
GCAM,NH3_emissions,2065,100.515057402927,Tg
GCAM,NH3_emissions,2066,100.858219502241,Tg
GCAM,NH3_emissions,2067,101.201381601555,Tg
GCAM,NH3_emissions,2068,101.544543700868,Tg
GCAM,NH3_emissions,2069,101.887705800182,Tg
GCAM,NH3_emissions,2070,102.230867899496,Tg
GCAM,NH3_emissions,2071,102.508051134029,Tg
GCAM,NH3_emissions,2072,102.785234368562,Tg
GCAM,NH3_emissions,2073,103.062417603095,Tg
GCAM,NH3_emissions,2074,103.339600837628,Tg
GCAM,NH3_emissions,2075,103.616784072161,Tg
GCAM,NH3_emissions,2076,103.819228875219,Tg
GCAM,NH3_emissions,2077,104.021673678276,Tg
GCAM,NH3_emissions,2078,104.224118481334,Tg
GCAM,NH3_emissions,2079,104.426563284392,Tg
GCAM,NH3_emissions,2080,104.629008087449,Tg
GCAM,NH3_emissions,2081,104.771740110567,Tg
GCAM,NH3_emissions,2082,104.914472133684,Tg
GCAM,NH3_emissions,2083,105.057204156802,Tg
GCAM,NH3_emissions,2084,105.19993617992,Tg
GCAM,NH3_emissions,2085,105.342668203037,Tg
GCAM,NH3_emissions,2086,105.428253153483,Tg
GCAM,NH3_emissions,2087,105.513838103929,Tg
GCAM,NH3_emissions,2088,105.599423054375,Tg
GCAM,NH3_emissions,2089,105.685008004821,Tg
GCAM,NH3_emissions,2090,105.770592955266,Tg
GCAM,NH3_emissions,2091,105.80424102749,Tg
GCAM,NH3_emissions,2092,105.837889099714,Tg
GCAM,NH3_emissions,2093,105.871537171937,Tg
GCAM,NH3_emissions,2094,105.905185244161,Tg
GCAM,NH3_emissions,2095,105.938833316385,Tg
GCAM,NH3_emissions,2096,105.932677062146,Tg
GCAM,NH3_emissions,2097,105.926520807907,Tg
GCAM,NH3_emissions,2098,105.920364553669,Tg
GCAM,NH3_emissions,2099,105.91420829943,Tg
GCAM,NH3_emissions,2100,105.908052045191,Tg
GCAM,OC_emissions,2005,24.8663759654151,Tg
GCAM,OC_emissions,2006,25.5373243303635,Tg
GCAM,OC_emissions,2007,26.2082726953119,Tg
GCAM,OC_emissions,2008,26.8792210602603,Tg
GCAM,OC_emissions,2009,27.5501694252087,Tg
GCAM,OC_emissions,2010,28.2211177901571,Tg
GCAM,OC_emissions,2011,28.3803957400451,Tg
GCAM,OC_emissions,2012,28.5396736899331,Tg
GCAM,OC_emissions,2013,28.6989516398212,Tg
GCAM,OC_emissions,2014,28.8582295897092,Tg
GCAM,OC_emissions,2015,29.0175075395972,Tg
GCAM,OC_emissions,2016,28.1468540850742,Tg
GCAM,OC_emissions,2017,27.2762006305513,Tg
GCAM,OC_emissions,2018,26.4055471760283,Tg
GCAM,OC_emissions,2019,25.5348937215053,Tg
GCAM,OC_emissions,2020,24.6642402669824,Tg
GCAM,OC_emissions,2021,24.695898753773,Tg
GCAM,OC_emissions,2022,24.7275572405637,Tg
GCAM,OC_emissions,2023,24.7592157273543,Tg
GCAM,OC_emissions,2024,24.790874214145,Tg
GCAM,OC_emissions,2025,24.8225327009356,Tg
GCAM,OC_emissions,2026,24.6643308578218,Tg
GCAM,OC_emissions,2027,24.506129014708,Tg
GCAM,OC_emissions,2028,24.3479271715942,Tg
GCAM,OC_emissions,2029,24.1897253284804,Tg
GCAM,OC_emissions,2030,24.0315234853666,Tg
GCAM,OC_emissions,2031,23.9647450504339,Tg
GCAM,OC_emissions,2032,23.8979666155011,Tg
GCAM,OC_emissions,2033,23.8311881805684,Tg
GCAM,OC_emissions,2034,23.7644097456356,Tg
GCAM,OC_emissions,2035,23.6976313107029,Tg
GCAM,OC_emissions,2036,23.6305353678536,Tg
GCAM,OC_emissions,2037,23.5634394250042,Tg
GCAM,OC_emissions,2038,23.4963434821549,Tg
GCAM,OC_emissions,2039,23.4292475393055,Tg
GCAM,OC_emissions,2040,23.3621515964562,Tg
GCAM,OC_emissions,2041,23.3104516253927,Tg
GCAM,OC_emissions,2042,23.2587516543293,Tg
GCAM,OC_emissions,2043,23.2070516832658,Tg
GCAM,OC_emissions,2044,23.1553517122024,Tg
GCAM,OC_emissions,2045,23.1036517411389,Tg
GCAM,OC_emissions,2046,22.9836648493477,Tg
GCAM,OC_emissions,2047,22.8636779575564,Tg
GCAM,OC_emissions,2048,22.7436910657651,Tg
GCAM,OC_emissions,2049,22.6237041739738,Tg
GCAM,OC_emissions,2050,22.5037172821826,Tg
GCAM,OC_emissions,2051,22.3868519522949,Tg
GCAM,OC_emissions,2052,22.2699866224073,Tg
GCAM,OC_emissions,2053,22.1531212925197,Tg
GCAM,OC_emissions,2054,22.036255962632,Tg
GCAM,OC_emissions,2055,21.9193906327444,Tg
GCAM,OC_emissions,2056,21.78502995135,Tg
GCAM,OC_emissions,2057,21.6506692699557,Tg
GCAM,OC_emissions,2058,21.5163085885614,Tg
GCAM,OC_emissions,2059,21.3819479071671,Tg
GCAM,OC_emissions,2060,21.2475872257727,Tg
GCAM,OC_emissions,2061,21.14722298418,Tg
GCAM,OC_emissions,2062,21.0468587425872,Tg
GCAM,OC_emissions,2063,20.9464945009944,Tg
GCAM,OC_emissions,2064,20.8461302594016,Tg
GCAM,OC_emissions,2065,20.7457660178088,Tg
GCAM,OC_emissions,2066,20.6392163807156,Tg
GCAM,OC_emissions,2067,20.5326667436223,Tg
GCAM,OC_emissions,2068,20.4261171065291,Tg
GCAM,OC_emissions,2069,20.3195674694358,Tg
GCAM,OC_emissions,2070,20.2130178323426,Tg
GCAM,OC_emissions,2071,20.1247129093587,Tg
GCAM,OC_emissions,2072,20.0364079863748,Tg
GCAM,OC_emissions,2073,19.9481030633909,Tg
GCAM,OC_emissions,2074,19.859798140407,Tg
GCAM,OC_emissions,2075,19.771493217423,Tg
GCAM,OC_emissions,2076,19.6809009328151,Tg
GCAM,OC_emissions,2077,19.5903086482072,Tg
GCAM,OC_emissions,2078,19.4997163635993,Tg
GCAM,OC_emissions,2079,19.4091240789914,Tg
GCAM,OC_emissions,2080,19.3185317943835,Tg
GCAM,OC_emissions,2081,19.2456254677775,Tg
GCAM,OC_emissions,2082,19.1727191411715,Tg
GCAM,OC_emissions,2083,19.0998128145655,Tg
GCAM,OC_emissions,2084,19.0269064879595,Tg
GCAM,OC_emissions,2085,18.9540001613535,Tg
GCAM,OC_emissions,2086,18.8885409559511,Tg
GCAM,OC_emissions,2087,18.8230817505486,Tg
GCAM,OC_emissions,2088,18.7576225451462,Tg
GCAM,OC_emissions,2089,18.6921633397438,Tg
GCAM,OC_emissions,2090,18.6267041343414,Tg
GCAM,OC_emissions,2091,18.5675211998703,Tg
GCAM,OC_emissions,2092,18.5083382653992,Tg
GCAM,OC_emissions,2093,18.4491553309281,Tg
GCAM,OC_emissions,2094,18.389972396457,Tg
GCAM,OC_emissions,2095,18.3307894619859,Tg
GCAM,OC_emissions,2096,18.280307571386,Tg
GCAM,OC_emissions,2097,18.2298256807861,Tg
GCAM,OC_emissions,2098,18.1793437901863,Tg
GCAM,OC_emissions,2099,18.1288618995864,Tg
GCAM,OC_emissions,2100,18.0783800089865,Tg
GCAM,CH4_emissions,2005,332.64857600071,Tg CH4
GCAM,CH4_emissions,2006,338.188360108117,Tg CH4
GCAM,CH4_emissions,2007,343.728144215524,Tg CH4
GCAM,CH4_emissions,2008,349.267928322931,Tg CH4
GCAM,CH4_emissions,2009,354.807712430338,Tg CH4
GCAM,CH4_emissions,2010,360.347496537744,Tg CH4
GCAM,CH4_emissions,2011,362.316187427272,Tg CH4
GCAM,CH4_emissions,2012,364.2848783168,Tg CH4
GCAM,CH4_emissions,2013,366.253569206328,Tg CH4
GCAM,CH4_emissions,2014,368.222260095856,Tg CH4
GCAM,CH4_emissions,2015,370.190950985384,Tg CH4
GCAM,CH4_emissions,2016,373.814530230704,Tg CH4
GCAM,CH4_emissions,2017,377.438109476024,Tg CH4
GCAM,CH4_emissions,2018,381.061688721344,Tg CH4
GCAM,CH4_emissions,2019,384.685267966664,Tg CH4
GCAM,CH4_emissions,2020,388.308847211984,Tg CH4
GCAM,CH4_emissions,2021,393.030304034743,Tg CH4
GCAM,CH4_emissions,2022,397.751760857501,Tg CH4
GCAM,CH4_emissions,2023,402.47321768026,Tg CH4
GCAM,CH4_emissions,2024,407.194674503019,Tg CH4
GCAM,CH4_emissions,2025,411.916131325778,Tg CH4
GCAM,CH4_emissions,2026,416.438669639088,Tg CH4
GCAM,CH4_emissions,2027,420.961207952399,Tg CH4
GCAM,CH4_emissions,2028,425.483746265709,Tg CH4
GCAM,CH4_emissions,2029,430.00628457902,Tg CH4
GCAM,CH4_emissions,2030,434.52882289233,Tg CH4
GCAM,CH4_emissions,2031,438.411392615548,Tg CH4
GCAM,CH4_emissions,2032,442.293962338765,Tg CH4
GCAM,CH4_emissions,2033,446.176532061983,Tg CH4
GCAM,CH4_emissions,2034,450.0591017852,Tg CH4
GCAM,CH4_emissions,2035,453.941671508417,Tg CH4
GCAM,CH4_emissions,2036,457.199664446981,Tg CH4
GCAM,CH4_emissions,2037,460.457657385544,Tg CH4
GCAM,CH4_emissions,2038,463.715650324107,Tg CH4
GCAM,CH4_emissions,2039,466.97364326267,Tg CH4
GCAM,CH4_emissions,2040,470.231636201233,Tg CH4
GCAM,CH4_emissions,2041,474.207184929066,Tg CH4
GCAM,CH4_emissions,2042,478.1827336569,Tg CH4
GCAM,CH4_emissions,2043,482.158282384733,Tg CH4
GCAM,CH4_emissions,2044,486.133831112566,Tg CH4
GCAM,CH4_emissions,2045,490.1093798404,Tg CH4
GCAM,CH4_emissions,2046,493.687001044946,Tg CH4
GCAM,CH4_emissions,2047,497.264622249492,Tg CH4
GCAM,CH4_emissions,2048,500.842243454038,Tg CH4
GCAM,CH4_emissions,2049,504.419864658585,Tg CH4
GCAM,CH4_emissions,2050,507.997485863131,Tg CH4
GCAM,CH4_emissions,2051,511.48846674339,Tg CH4
GCAM,CH4_emissions,2052,514.979447623648,Tg CH4
GCAM,CH4_emissions,2053,518.470428503907,Tg CH4
GCAM,CH4_emissions,2054,521.961409384166,Tg CH4
GCAM,CH4_emissions,2055,525.452390264425,Tg CH4
GCAM,CH4_emissions,2056,528.478886678082,Tg CH4
GCAM,CH4_emissions,2057,531.505383091739,Tg CH4
GCAM,CH4_emissions,2058,534.531879505397,Tg CH4
GCAM,CH4_emissions,2059,537.558375919054,Tg CH4
GCAM,CH4_emissions,2060,540.584872332712,Tg CH4
GCAM,CH4_emissions,2061,542.881815460769,Tg CH4
GCAM,CH4_emissions,2062,545.178758588825,Tg CH4
GCAM,CH4_emissions,2063,547.475701716882,Tg CH4
GCAM,CH4_emissions,2064,549.772644844939,Tg CH4
GCAM,CH4_emissions,2065,552.069587972996,Tg CH4
GCAM,CH4_emissions,2066,553.752956316885,Tg CH4
GCAM,CH4_emissions,2067,555.436324660774,Tg CH4
GCAM,CH4_emissions,2068,557.119693004663,Tg CH4
GCAM,CH4_emissions,2069,558.803061348552,Tg CH4
GCAM,CH4_emissions,2070,560.486429692441,Tg CH4
GCAM,CH4_emissions,2071,561.310046774244,Tg CH4
GCAM,CH4_emissions,2072,562.133663856048,Tg CH4
GCAM,CH4_emissions,2073,562.957280937851,Tg CH4
GCAM,CH4_emissions,2074,563.780898019655,Tg CH4
GCAM,CH4_emissions,2075,564.604515101458,Tg CH4
GCAM,CH4_emissions,2076,564.920084200659,Tg CH4
GCAM,CH4_emissions,2077,565.235653299861,Tg CH4
GCAM,CH4_emissions,2078,565.551222399062,Tg CH4
GCAM,CH4_emissions,2079,565.866791498263,Tg CH4
GCAM,CH4_emissions,2080,566.182360597464,Tg CH4
GCAM,CH4_emissions,2081,566.181339840671,Tg CH4
GCAM,CH4_emissions,2082,566.180319083879,Tg CH4
GCAM,CH4_emissions,2083,566.179298327086,Tg CH4
GCAM,CH4_emissions,2084,566.178277570293,Tg CH4
GCAM,CH4_emissions,2085,566.1772568135,Tg CH4
GCAM,CH4_emissions,2086,565.890579442916,Tg CH4
GCAM,CH4_emissions,2087,565.603902072332,Tg CH4
GCAM,CH4_emissions,2088,565.317224701748,Tg CH4
GCAM,CH4_emissions,2089,565.030547331164,Tg CH4
GCAM,CH4_emissions,2090,564.74386996058,Tg CH4
GCAM,CH4_emissions,2091,564.307056620631,Tg CH4
GCAM,CH4_emissions,2092,563.870243280683,Tg CH4
GCAM,CH4_emissions,2093,563.433429940734,Tg CH4
GCAM,CH4_emissions,2094,562.996616600785,Tg CH4
GCAM,CH4_emissions,2095,562.559803260837,Tg CH4
GCAM,CH4_emissions,2096,562.089846741675,Tg CH4
GCAM,CH4_emissions,2097,561.619890222513,Tg CH4
GCAM,CH4_emissions,2098,561.149933703351,Tg CH4
GCAM,CH4_emissions,2099,560.679977184189,Tg CH4
GCAM,CH4_emissions,2100,560.210020665027,Tg CH4
GCAM,CO_emissions,2005,861.871233512319,Tg CO
GCAM,CO_emissions,2006,866.480236730196,Tg CO
GCAM,CO_emissions,2007,871.089239948072,Tg CO
GCAM,CO_emissions,2008,875.698243165948,Tg CO
GCAM,CO_emissions,2009,880.307246383824,Tg CO
GCAM,CO_emissions,2010,884.916249601701,Tg CO
GCAM,CO_emissions,2011,883.78303063065,Tg CO
GCAM,CO_emissions,2012,882.649811659599,Tg CO
GCAM,CO_emissions,2013,881.516592688548,Tg CO
GCAM,CO_emissions,2014,880.383373717497,Tg CO
GCAM,CO_emissions,2015,879.250154746446,Tg CO
GCAM,CO_emissions,2016,856.846604196445,Tg CO
GCAM,CO_emissions,2017,834.443053646445,Tg CO
GCAM,CO_emissions,2018,812.039503096444,Tg CO
GCAM,CO_emissions,2019,789.635952546443,Tg CO
GCAM,CO_emissions,2020,767.232401996442,Tg CO
GCAM,CO_emissions,2021,760.38336515367,Tg CO
GCAM,CO_emissions,2022,753.534328310898,Tg CO
GCAM,CO_emissions,2023,746.685291468125,Tg CO
GCAM,CO_emissions,2024,739.836254625353,Tg CO
GCAM,CO_emissions,2025,732.98721778258,Tg CO
GCAM,CO_emissions,2026,722.821784836535,Tg CO
GCAM,CO_emissions,2027,712.656351890489,Tg CO
GCAM,CO_emissions,2028,702.490918944444,Tg CO
GCAM,CO_emissions,2029,692.325485998399,Tg CO
GCAM,CO_emissions,2030,682.160053052353,Tg CO
GCAM,CO_emissions,2031,676.236808527465,Tg CO
GCAM,CO_emissions,2032,670.313564002576,Tg CO
GCAM,CO_emissions,2033,664.390319477688,Tg CO
GCAM,CO_emissions,2034,658.467074952799,Tg CO
GCAM,CO_emissions,2035,652.543830427911,Tg CO
GCAM,CO_emissions,2036,649.938469402477,Tg CO
GCAM,CO_emissions,2037,647.333108377044,Tg CO
GCAM,CO_emissions,2038,644.72774735161,Tg CO
GCAM,CO_emissions,2039,642.122386326177,Tg CO
GCAM,CO_emissions,2040,639.517025300743,Tg CO
GCAM,CO_emissions,2041,640.85279843438,Tg CO
GCAM,CO_emissions,2042,642.188571568017,Tg CO
GCAM,CO_emissions,2043,643.524344701654,Tg CO
GCAM,CO_emissions,2044,644.860117835291,Tg CO
GCAM,CO_emissions,2045,646.195890968928,Tg CO
GCAM,CO_emissions,2046,648.998153925783,Tg CO
GCAM,CO_emissions,2047,651.800416882639,Tg CO
GCAM,CO_emissions,2048,654.602679839495,Tg CO
GCAM,CO_emissions,2049,657.40494279635,Tg CO
GCAM,CO_emissions,2050,660.207205753206,Tg CO
GCAM,CO_emissions,2051,666.236911269584,Tg CO
GCAM,CO_emissions,2052,672.266616785962,Tg CO
GCAM,CO_emissions,2053,678.29632230234,Tg CO
GCAM,CO_emissions,2054,684.326027818718,Tg CO
GCAM,CO_emissions,2055,690.355733335096,Tg CO
GCAM,CO_emissions,2056,697.57038847316,Tg CO
GCAM,CO_emissions,2057,704.785043611224,Tg CO
GCAM,CO_emissions,2058,711.999698749288,Tg CO
GCAM,CO_emissions,2059,719.214353887352,Tg CO
GCAM,CO_emissions,2060,726.429009025416,Tg CO
GCAM,CO_emissions,2061,734.394645469724,Tg CO
GCAM,CO_emissions,2062,742.360281914032,Tg CO
GCAM,CO_emissions,2063,750.32591835834,Tg CO
GCAM,CO_emissions,2064,758.291554802647,Tg CO
GCAM,CO_emissions,2065,766.257191246955,Tg CO
GCAM,CO_emissions,2066,772.556387756456,Tg CO
GCAM,CO_emissions,2067,778.855584265956,Tg CO
GCAM,CO_emissions,2068,785.154780775457,Tg CO
GCAM,CO_emissions,2069,791.453977284958,Tg CO
GCAM,CO_emissions,2070,797.753173794458,Tg CO
GCAM,CO_emissions,2071,801.923202464977,Tg CO
GCAM,CO_emissions,2072,806.093231135497,Tg CO
GCAM,CO_emissions,2073,810.263259806016,Tg CO
GCAM,CO_emissions,2074,814.433288476535,Tg CO
GCAM,CO_emissions,2075,818.603317147054,Tg CO
GCAM,CO_emissions,2076,820.662389853144,Tg CO
GCAM,CO_emissions,2077,822.721462559233,Tg CO
GCAM,CO_emissions,2078,824.780535265323,Tg CO
GCAM,CO_emissions,2079,826.839607971413,Tg CO
GCAM,CO_emissions,2080,828.898680677502,Tg CO
GCAM,CO_emissions,2081,829.208042638515,Tg CO
GCAM,CO_emissions,2082,829.517404599528,Tg CO
GCAM,CO_emissions,2083,829.826766560541,Tg CO
GCAM,CO_emissions,2084,830.136128521553,Tg CO
GCAM,CO_emissions,2085,830.445490482566,Tg CO
GCAM,CO_emissions,2086,829.38309017748,Tg CO
GCAM,CO_emissions,2087,828.320689872394,Tg CO
GCAM,CO_emissions,2088,827.258289567307,Tg CO
GCAM,CO_emissions,2089,826.195889262221,Tg CO
GCAM,CO_emissions,2090,825.133488957135,Tg CO
GCAM,CO_emissions,2091,823.107582672887,Tg CO
GCAM,CO_emissions,2092,821.081676388639,Tg CO
GCAM,CO_emissions,2093,819.055770104391,Tg CO
GCAM,CO_emissions,2094,817.029863820143,Tg CO
GCAM,CO_emissions,2095,815.003957535895,Tg CO
GCAM,CO_emissions,2096,812.098792596179,Tg CO
GCAM,CO_emissions,2097,809.193627656463,Tg CO
GCAM,CO_emissions,2098,806.288462716747,Tg CO
GCAM,CO_emissions,2099,803.383297777031,Tg CO
GCAM,CO_emissions,2100,800.478132837315,Tg CO
GCAM,N2O_emissions,2005,5.92865564835175,Tg N
GCAM,N2O_emissions,2006,6.00468221712863,Tg N
GCAM,N2O_emissions,2007,6.08070878590552,Tg N
GCAM,N2O_emissions,2008,6.15673535468241,Tg N
